airport,year,hour,flights,mean_dep_delay_minutes,mean_taxi_out
LGA,2024,23,61,35.567,14.617
MCO,2023,0,3,43.667,15.333
MCO,2023,5,3282,7.738,15.3
MCO,2023,6,11813,6.802,17.36
MCO,2023,7,13025,7.999,19.603
MCO,2023,8,8916,10.058,17.851
MCO,2023,9,12165,12.508,18.023
MCO,2023,10,9523,15.628,18.676
MCO,2023,11,10261,17.508,19.928
MCO,2023,12,8840,17.604,19.741
MCO,2023,13,7578,22.4,18.73
MCO,2023,14,9309,23.81,20.032
MCO,2023,15,8181,25.392,19.596
MCO,2023,16,9350,29.713,20.072
MCO,2023,17,9989,31.175,20.286
MCO,2023,18,9351,33.429,20.131
MCO,2023,19,10176,34.164,19.242
MCO,2023,20,9310,37.92,18.527
MCO,2023,21,6726,37.322,16.956
MCO,2023,22,5198,37.075,15.37
MCO,2023,23,1373,33.412,15.879
MCO,2024,0,2,8.0,15.0
MCO,2024,5,4395,6.539,15.418
MCO,2024,6,11421,5.086,16.946
MCO,2024,7,12583,7.003,18.355
MCO,2024,8,9972,8.241,17.592
MCO,2024,9,10760,10.882,17.482
MCO,2024,10,9584,11.26,19.0
MCO,2024,11,9713,15.656,19.024
MCO,2024,12,7472,17.147,18.447
MCO,2024,13,8034,20.121,18.3
MCO,2024,14,8581,21.341,19.592
MCO,2024,15,9027,22.669,19.366
MCO,2024,16,9270,27.264,20.587
MCO,2024,17,10090,28.295,20.102
MCO,2024,18,10001,29.556,19.695
MCO,2024,19,10136,30.33,18.191
MCO,2024,20,9087,28.568,17.737
MCO,2024,21,5027,30.552,16.455
MCO,2024,22,2973,30.214,15.179
MCO,2024,23,1425,22.171,15.141
MDW,2023,5,4346,3.126,12.69
MDW,2023,6,4302,4.841,14.32
MDW,2023,7,3710,8.433,14.073
MDW,2023,8,7540,8.236,15.149
MDW,2023,9,5958,8.999,14.081
MDW,2023,10,3888,11.933,14.079
MDW,2023,11,3519,11.321,13.179
MDW,2023,12,5244,11.418,13.529
MDW,2023,13,5045,14.954,13.434
MDW,2023,14,4887,17.485,13.379
MDW,2023,15,4102,19.632,13.421
MDW,2023,16,3619,19.926,12.913
MDW,2023,17,3966,20.849,13.905
MDW,2023,18,4916,20.141,13.435
MDW,2023,19,5531,21.915,13.536
MDW,2023,20,4743,24.296,13.836
MDW,2023,21,6215,23.381,14.509
MDW,2023,22,3503,32.343,13.189
MDW,2023,23,62,58.885,14.311
MDW,2024,5,2484,3.42,12.587
MDW,2024,6,3924,4.182,13.967
MDW,2024,7,3397,6.739,13.745
MDW,2024,8,6293,7.466,15.105
MDW,2024,9,7648,9.523,14.702
MDW,2024,10,3955,10.25,13.605
MDW,2024,11,3986,12.254,12.58
MDW,2024,12,4348,11.085,13.036
MDW,2024,13,5388,11.794,12.934
MDW,2024,14,4640,16.796,12.873
MDW,2024,15,4267,18.339,13.048
MDW,2024,16,3634,18.132,13.372
MDW,2024,17,4978,19.821,14.261
MDW,2024,18,4373,20.363,14.952
MDW,2024,19,4954,22.216,14.297
MDW,2024,20,5677,21.832,14.422
MDW,2024,21,3110,30.683,14.149
MDW,2024,22,2574,27.412,13.667
MDW,2024,23,3,27.667,16.667
MIA,2023,5,1361,7.89,15.234
MIA,2023,6,4883,8.529,17.513
MIA,2023,7,5749,10.849,17.597
MIA,2023,8,8088,8.874,20.568
MIA,2023,9,4194,11.934,18.949
MIA,2023,10,4631,13.539,22.839
MIA,2023,11,3748,15.376,20.961
MIA,2023,12,4537,16.444,21.002
MIA,2023,13,5735,17.037,19.734
MIA,2023,14,5016,21.518,20.098
MIA,2023,15,6777,24.877,20.863
MIA,2023,16,4987,22.782,21.391
MIA,2023,17,6421,26.005,22.759
MIA,2023,18,4505,24.953,21.897
MIA,2023,19,9761,30.581,23.921
MIA,2023,20,6343,34.171,23.472
MIA,2023,21,11979,30.643,22.993
MIA,2023,22,3689,24.852,18.686
MIA,2023,23,131,34.915,18.426
MIA,2024,0,66,38.871,19.387
MIA,2024,5,1559,9.968,15.89
MIA,2024,6,4556,7.595,17.93
MIA,2024,7,5214,10.143,17.23
MIA,2024,8,9736,11.557,20.022
MIA,2024,9,5020,14.607,19.182
MIA,2024,10,3918,15.102,24.134
MIA,2024,11,3945,16.21,22.661
MIA,2024,12,4457,19.156,22.364
MIA,2024,13,6263,22.483,18.859
MIA,2024,14,6515,24.462,19.294
MIA,2024,15,6016,25.312,19.709
MIA,2024,16,6171,25.758,20.521
MIA,2024,17,7480,25.982,22.743
MIA,2024,18,6943,29.749,22.425
MIA,2024,19,9612,30.519,22.757
MIA,2024,20,4882,28.769,22.617
MIA,2024,21,12454,27.584,22.604
MIA,2024,22,4957,25.304,18.371
MIA,2024,23,180,17.436,18.483
MSP,2023,5,2036,7.983,17.087
MSP,2023,6,3961,9.652,19.044
MSP,2023,7,10632,7.76,21.178
MSP,2023,8,6499,6.724,17.89
MSP,2023,9,6440,7.325,18.269
MSP,2023,10,9948,8.314,16.311
MSP,2023,11,8331,8.621,16.156
MSP,2023,12,7424,9.36,16.268
MSP,2023,13,6054,10.919,16.045
MSP,2023,14,6835,10.608,16.196
MSP,2023,15,10709,12.296,16.447
MSP,2023,16,4516,13.969,16.687
MSP,2023,17,1991,19.584,16.594
MSP,2023,18,10799,13.877,17.77
MSP,2023,19,6672,14.177,18.512
MSP,2023,20,7202,13.286,18.153
MSP,2023,21,8398,15.63,17.116
MSP,2023,22,2951,18.812,15.429
MSP,2023,23,621,20.304,13.946
MSP,2024,5,2173,6.843,17.921
MSP,2024,6,4037,7.001,17.546
MSP,2024,7,9917,6.404,21.566
MSP,2024,8,7500,7.294,19.586
MSP,2024,9,7759,7.667,20.54
MSP,2024,10,12009,9.569,18.025
MSP,2024,11,5983,9.818,17.124
MSP,2024,12,8246,11.243,17.505
MSP,2024,13,7220,11.928,18.011
MSP,2024,14,7769,15.607,17.739
MSP,2024,15,10485,15.504,18.8
MSP,2024,16,4065,18.32,18.014
MSP,2024,17,2633,23.383,18.178
MSP,2024,18,10896,18.872,18.403
MSP,2024,19,7749,18.022,19.843
MSP,2024,20,8101,17.587,19.559
MSP,2024,21,7626,18.738,17.096
MSP,2024,22,2528,21.585,16.4
MSP,2024,23,83,29.312,14.213
ORD,2023,0,98,29.01,19.082
ORD,2023,5,2881,11.799,15.826
ORD,2023,6,7030,10.413,16.919
ORD,2023,7,19791,8.65,21.493
ORD,2023,8,24554,10.562,24.157
ORD,2023,9,21760,11.741,25.389
ORD,2023,10,18268,12.103,21.237
ORD,2023,11,7672,14.128,19.144
ORD,2023,12,12057,14.29,20.464
ORD,2023,13,20616,13.491,21.509
ORD,2023,14,18187,15.0,22.694
ORD,2023,15,13214,17.089,20.476
ORD,2023,16,10892,18.882,20.055
ORD,2023,17,12218,20.032,20.766
ORD,2023,18,22876,18.464,27.599
ORD,2023,19,20160,20.643,23.03
ORD,2023,20,18597,22.316,23.476
ORD,2023,21,7205,20.986,21.06
ORD,2023,22,554,25.676,15.439
ORD,2023,23,237,20.244,15.919
ORD,2024,0,124,15.366,19.089
ORD,2024,5,3080,8.526,16.056
ORD,2024,6,7764,9.761,17.357
ORD,2024,7,19809,9.077,21.604
ORD,2024,8,26087,11.064,24.008
ORD,2024,9,21294,12.302,25.742
ORD,2024,10,22191,14.623,22.327
ORD,2024,11,10810,17.352,20.807
ORD,2024,12,12197,14.474,20.134
ORD,2024,13,19496,14.774,21.867
ORD,2024,14,20258,15.816,24.594
ORD,2024,15,13824,18.466,21.418
ORD,2024,16,11912,21.454,21.909
ORD,2024,17,12924,23.074,22.804
ORD,2024,18,28517,23.916,30.061
ORD,2024,19,18065,26.798,26.16
ORD,2024,20,21593,30.05,26.441
ORD,2024,21,9533,25.488,23.202
ORD,2024,22,448,35.905,17.736
ORD,2024,23,126,22.702,18.0
PHL,2023,5,2795,9.531,15.608
PHL,2023,6,6953,9.09,17.214
PHL,2023,7,3223,10.766,16.391
PHL,2023,8,9717,8.89,22.001
PHL,2023,9,3867,10.809,20.696
PHL,2023,10,8933,12.149,21.087
PHL,2023,11,3800,14.365,17.627
PHL,2023,12,2944,15.415,15.652
PHL,2023,13,6821,15.409,18.11
PHL,2023,14,2882,15.467,18.467
PHL,2023,15,7412,18.084,19.237
PHL,2023,16,2465,22.312,18.846
PHL,2023,17,4283,21.556,18.668
PHL,2023,18,11227,21.373,22.772
PHL,2023,19,5685,27.366,23.744
PHL,2023,20,4661,24.141,17.925
PHL,2023,21,2128,24.476,18.572
PHL,2023,22,257,37.996,16.562
PHL,2023,23,18,55.0,16.833
PHL,2024,1,2,,
PHL,2024,5,3007,8.51,16.069
PHL,2024,6,6590,9.266,17.59
PHL,2024,7,3732,10.635,17.114
PHL,2024,8,10400,10.851,22.622
PHL,2024,9,3952,15.316,21.829
PHL,2024,10,9418,11.912,22.577
PHL,2024,11,5227,16.952,20.502
PHL,2024,12,3435,16.887,16.03
PHL,2024,13,6609,17.851,18.284
PHL,2024,14,4061,16.411,18.909
PHL,2024,15,8217,20.138,19.904
PHL,2024,16,3811,21.281,20.405
PHL,2024,17,4219,22.065,19.474
PHL,2024,18,10669,25.977,24.419
PHL,2024,19,7922,28.591,28.652
PHL,2024,20,4308,32.114,20.899
PHL,2024,21,4197,26.553,21.252
PHL,2024,22,611,34.015,17.275
PHL,2024,23,248,36.512,17.943
PHX,2023,0,1149,16.222,13.638
PHX,2023,1,51,16.824,15.412
PHX,2023,2,1,0.0,13.0
PHX,2023,5,5155,4.272,12.076
PHX,2023,6,8415,4.825,14.447
PHX,2023,7,7405,7.465,14.216
PHX,2023,8,15279,7.377,18.966
PHX,2023,9,13151,8.74,18.347
PHX,2023,10,11750,10.663,17.941
PHX,2023,11,9634,10.414,16.977
PHX,2023,12,8923,12.544,14.331
PHX,2023,13,10775,13.334,14.622
PHX,2023,14,9079,15.782,14.032
PHX,2023,15,11461,17.141,13.72
PHX,2023,16,11070,17.607,14.194
PHX,2023,17,8577,18.15,13.1
PHX,2023,18,9734,18.545,13.329
PHX,2023,19,9277,18.1,13.517
PHX,2023,20,9917,21.822,14.678
PHX,2023,21,7033,19.75,14.777
PHX,2023,22,4411,23.215,12.316
PHX,2023,23,4444,17.146,14.85
PHX,2024,0,995,11.563,13.268
PHX,2024,1,92,27.348,12.0
PHX,2024,5,4041,4.373,12.937
PHX,2024,6,8887,5.161,14.696
PHX,2024,7,11445,5.791,16.631
PHX,2024,8,15782,7.997,18.427
PHX,2024,9,12751,8.601,19.126
PHX,2024,10,13815,10.72,19.3
PHX,2024,11,11224,11.521,17.154
PHX,2024,12,10760,13.832,15.424
PHX,2024,13,11662,13.581,15.086
PHX,2024,14,10084,15.082,14.25
PHX,2024,15,12523,18.154,14.86
PHX,2024,16,12810,18.395,14.641
PHX,2024,17,10910,17.695,14.026
PHX,2024,18,10013,19.304,13.802
PHX,2024,19,9989,20.49,14.642
PHX,2024,20,10524,19.753,15.431
PHX,2024,21,6518,18.459,14.734
PHX,2024,22,4363,18.889,13.813
PHX,2024,23,4363,16.801,14.77
SAN,2023,6,8338,7.133,22.999
SAN,2023,7,6723,7.181,19.359
SAN,2023,8,6337,9.456,20.226
SAN,2023,9,5542,11.161,19.78
SAN,2023,10,6190,10.854,20.013
SAN,2023,11,5259,12.077,19.396
SAN,2023,12,6220,14.608,19.526
SAN,2023,13,6810,15.325,19.652
SAN,2023,14,5207,14.399,18.121
SAN,2023,15,4929,14.967,16.352
SAN,2023,16,4253,18.308,15.88
SAN,2023,17,3712,14.73,16.629
SAN,2023,18,4876,16.409,17.291
SAN,2023,19,4916,16.018,18.272
SAN,2023,20,3897,18.385,17.526
SAN,2023,21,3972,19.796,17.995
SAN,2023,22,3773,16.463,18.984
SAN,2023,23,1,0.0,32.0
SAN,2024,6,7814,6.195,23.523
SAN,2024,7,6790,8.608,21.98
SAN,2024,8,7544,12.371,23.648
SAN,2024,9,5970,14.929,22.549
SAN,2024,10,7453,13.469,23.786
SAN,2024,11,6449,16.234,24.523
SAN,2024,12,6092,18.108,21.633
SAN,2024,13,6097,18.52,20.29
SAN,2024,14,5275,18.262,18.833
SAN,2024,15,4301,17.591,17.636
SAN,2024,16,5119,18.258,18.842
SAN,2024,17,4283,18.486,18.883
SAN,2024,18,4302,19.908,19.838
SAN,2024,19,4453,22.555,20.818
SAN,2024,20,5487,19.696,21.532
SAN,2024,21,3535,19.197,20.246
SAN,2024,22,3672,19.158,20.518
SAN,2024,23,9,99.889,14.444
SEA,2023,0,759,20.074,14.942
SEA,2023,1,60,40.15,14.0
SEA,2023,5,3555,9.186,16.164
SEA,2023,6,9003,6.798,19.773
SEA,2023,7,14458,9.152,23.514
SEA,2023,8,9191,10.848,23.98
SEA,2023,9,12040,9.082,20.846
SEA,2023,10,8012,10.013,22.357
SEA,2023,11,13881,10.551,22.312
SEA,2023,12,8822,11.672,22.005
SEA,2023,13,9104,12.925,19.624
SEA,2023,14,5357,11.972,19.234
SEA,2023,15,11801,11.648,18.592
SEA,2023,16,4231,11.835,18.603
SEA,2023,17,10322,11.599,19.226
SEA,2023,18,6737,13.572,19.307
SEA,2023,19,9079,10.681,19.433
SEA,2023,20,4571,12.739,19.398
SEA,2023,21,9833,13.026,21.174
SEA,2023,22,6264,14.41,19.762
SEA,2023,23,6732,13.971,18.631
SEA,2024,0,593,14.998,14.803
SEA,2024,1,163,20.847,14.796
SEA,2024,5,3100,10.03,16.069
SEA,2024,6,8468,6.612,19.358
SEA,2024,7,14721,8.672,24.893
SEA,2024,8,9066,9.426,22.907
SEA,2024,9,12038,10.391,22.355
SEA,2024,10,10150,13.32,22.292
SEA,2024,11,13265,12.82,23.451
SEA,2024,12,7666,12.882,22.195
SEA,2024,13,9543,13.448,20.939
SEA,2024,14,5193,13.025,19.573
SEA,2024,15,11081,13.037,18.787
SEA,2024,16,4987,13.449,19.231
SEA,2024,17,11012,14.051,20.318
SEA,2024,18,6923,14.538,20.892
SEA,2024,19,10726,13.51,20.714
SEA,2024,20,3669,18.046,19.468
SEA,2024,21,9120,15.516,21.786
SEA,2024,22,6020,16.144,19.885
SEA,2024,23,6220,13.685,18.643
SFO,2023,0,722,20.335,16.133
SFO,2023,5,2754,4.659,14.92
SFO,2023,6,7670,6.096,17.916
SFO,2023,7,5366,8.368,17.897
SFO,2023,8,12688,9.672,21.514
SFO,2023,9,7554,11.865,22.591
SFO,2023,10,11193,18.846,21.372
SFO,2023,11,10025,15.83,24.517
SFO,2023,12,6441,16.682,18.926
SFO,2023,13,10016,17.309,20.397
SFO,2023,14,5034,15.693,17.884
SFO,2023,15,3220,16.909,16.81
SFO,2023,16,11753,15.08,20.291
SFO,2023,17,2951,17.08,17.56
SFO,2023,18,8418,14.457,18.007
SFO,2023,19,5342,16.551,18.235
SFO,2023,20,4289,18.241,16.522
SFO,2023,21,3139,14.819,18.5
SFO,2023,22,9581,16.977,21.43
SFO,2023,23,7549,19.301,22.006
SFO,2024,0,1205,19.075,16.441
SFO,2024,1,19,20.556,16.611
SFO,2024,5,2999,4.591,14.615
SFO,2024,6,6608,7.157,17.611
SFO,2024,7,6844,9.179,18.124
SFO,2024,8,12510,9.972,22.381
SFO,2024,9,8092,15.411,21.936
SFO,2024,10,11299,17.474,20.7
SFO,2024,11,9253,17.477,22.625
SFO,2024,12,6205,22.615,18.495
SFO,2024,13,10631,22.512,20.783
SFO,2024,14,5339,22.944,18.505
SFO,2024,15,3046,23.272,17.213
SFO,2024,16,10937,20.142,19.963
SFO,2024,17,4170,22.708,18.661
SFO,2024,18,8144,18.371,19.657
SFO,2024,19,5731,20.888,19.365
SFO,2024,20,3990,24.452,18.042
SFO,2024,21,3960,22.798,18.871
SFO,2024,22,8287,17.604,21.804
SFO,2024,23,5709,17.871,22.23
SLC,2023,0,194,15.719,17.0
SLC,2023,5,1680,8.223,20.082
SLC,2023,6,2911,7.881,20.296
SLC,2023,7,3366,9.107,23.504
SLC,2023,8,8373,8.786,21.659
SLC,2023,9,7350,7.67,18.939
SLC,2023,10,4833,8.034,18.306
SLC,2023,11,14669,9.57,18.187
SLC,2023,12,2742,13.827,16.405
SLC,2023,13,5110,14.232,16.641
SLC,2023,14,5164,17.869,17.18
SLC,2023,15,9796,12.325,17.806
SLC,2023,16,4482,14.823,17.385
SLC,2023,17,10241,15.706,16.683
SLC,2023,18,2665,17.69,15.842
SLC,2023,19,1076,18.235,16.768
SLC,2023,20,4501,13.335,17.566
SLC,2023,21,7474,9.502,18.466
SLC,2023,22,5958,15.935,18.613
SLC,2023,23,6692,15.258,18.626
SLC,2024,0,258,17.312,18.906
SLC,2024,1,13,6.462,14.846
SLC,2024,5,1353,8.671,19.073
SLC,2024,6,3325,6.127,18.924
SLC,2024,7,3178,9.687,22.839
SLC,2024,8,8576,9.759,21.878
SLC,2024,9,8482,7.762,20.031
SLC,2024,10,4294,9.164,17.589
SLC,2024,11,16622,10.362,18.559
SLC,2024,12,2478,13.895,16.079
SLC,2024,13,5998,14.809,16.597
SLC,2024,14,4437,15.642,16.4
SLC,2024,15,10368,12.044,17.654
SLC,2024,16,4431,15.558,17.568
SLC,2024,17,11782,16.777,17.117
SLC,2024,18,2162,18.351,16.377
SLC,2024,19,1594,24.657,16.94
SLC,2024,20,4809,13.685,16.86
SLC,2024,21,8192,13.648,17.417
SLC,2024,22,4992,17.212,18.091
SLC,2024,23,5903,15.149,17.402
TPA,2023,5,2684,4.52,12.19
TPA,2023,6,6183,6.158,13.568
TPA,2023,7,8224,9.863,14.927
TPA,2023,8,4923,10.084,14.522
TPA,2023,9,5317,10.794,14.577
TPA,2023,10,4289,11.198,14.665
TPA,2023,11,4660,13.756,14.696
TPA,2023,12,4812,12.806,15.239
TPA,2023,13,4054,16.943,15.167
TPA,2023,14,3920,18.577,14.961
TPA,2023,15,4173,20.458,15.21
TPA,2023,16,4099,21.638,15.129
TPA,2023,17,4491,22.979,15.105
TPA,2023,18,4282,23.79,15.175
TPA,2023,19,4574,26.666,14.404
TPA,2023,20,3283,27.441,13.135
TPA,2023,21,3206,24.425,12.59
TPA,2023,22,1389,28.88,12.815
TPA,2023,23,100,38.389,14.316
TPA,2024,0,45,25.022,13.8
TPA,2024,5,2576,4.848,12.924
TPA,2024,6,5791,5.684,13.415
TPA,2024,7,8469,8.799,15.392
TPA,2024,8,4423,10.026,15.182
TPA,2024,9,4906,10.459,14.903
TPA,2024,10,4251,11.272,14.827
TPA,2024,11,5139,15.893,15.634
TPA,2024,12,4954,15.732,15.742
TPA,2024,13,3735,18.76,15.409
TPA,2024,14,3693,21.028,15.604
TPA,2024,15,4919,24.71,16.373
TPA,2024,16,4724,22.499,17.353
TPA,2024,17,5084,28.798,17.068
TPA,2024,18,5048,26.417,16.909
TPA,2024,19,4861,28.552,15.02
TPA,2024,20,3202,25.329,13.625
TPA,2024,21,1686,26.397,12.723
TPA,2024,22,889,30.375,13.417
TPA,2024,23,122,31.513,13.756
