airport,year,load_bin_low,flights,mean_taxi_out,mean_dep_delay_minutes,cancellation_share
MDW,2023,1.1,1920,15.238,14.383,0.00469
MDW,2023,1.2,1526,15.561,10.11,0.05636
MDW,2024,0.0,289,14.993,29.021,0.02768
MDW,2024,0.1,715,14.089,17.931,0.02657
MDW,2024,0.2,1769,13.177,14.543,0.02318
MDW,2024,0.3,4445,12.906,12.438,0.0126
MDW,2024,0.4,10524,12.917,14.574,0.01017
MDW,2024,0.5,13587,13.426,13.693,0.00729
MDW,2024,0.6,11722,13.836,13.368,0.01672
MDW,2024,0.7,8878,13.722,15.944,0.0089
MDW,2024,0.8,6325,13.815,14.893,0.00696
MDW,2024,0.9,8785,14.35,14.145,0.01024
MDW,2024,1.0,6153,15.221,17.338,0.02097
MDW,2024,1.1,4096,15.444,17.521,0.01245
MDW,2024,1.2,1588,14.563,16.015,0.00504
MDW,2024,1.3,487,16.318,29.505,0.0
MDW,2024,1.4,270,14.933,6.09,0.01111
MIA,2023,0.0,249,16.419,19.512,0.01205
MIA,2023,0.1,1399,15.949,10.057,0.01287
MIA,2023,0.2,1969,21.061,20.95,0.01828
MIA,2023,0.3,11478,20.262,19.594,0.01211
MIA,2023,0.4,19722,20.254,17.183,0.00958
MIA,2023,0.5,13780,20.219,19.617,0.00972
MIA,2023,0.6,14746,20.939,20.815,0.01133
MIA,2023,0.7,12140,21.373,19.831,0.00815
MIA,2023,0.8,7464,21.245,19.802,0.00509
MIA,2023,0.9,5603,24.978,28.16,0.01321
MIA,2023,1.0,2368,21.677,26.636,0.01267
MIA,2023,1.1,5327,23.188,27.586,0.00638
MIA,2023,1.2,4226,23.469,37.878,0.0194
MIA,2023,1.3,1765,22.946,29.326,0.01133
MIA,2023,1.4,125,24.976,10.968,0.0
MIA,2023,1.5,129,38.281,41.094,0.00775
MIA,2023,1.6,45,20.778,4.022,0.0
MIA,2024,0.0,348,17.433,17.404,0.03161
MIA,2024,0.1,1013,17.103,13.254,0.01283
MIA,2024,0.2,2288,19.126,12.976,0.0118
MIA,2024,0.3,9192,20.727,16.025,0.01632
MIA,2024,0.4,17139,20.074,18.53,0.01745
MIA,2024,0.5,14280,19.46,19.975,0.01674
MIA,2024,0.6,17637,20.796,25.869,0.02013
MIA,2024,0.7,13212,21.041,24.248,0.01385
MIA,2024,0.8,10274,20.44,22.526,0.01694
MIA,2024,0.9,4710,21.817,24.447,0.02696
MIA,2024,1.0,4318,23.563,22.53,0.01413
MIA,2024,1.1,7146,22.179,24.715,0.01679
MIA,2024,1.2,4714,21.763,23.695,0.01082
MIA,2024,1.3,2635,24.932,26.927,0.01366
MIA,2024,1.4,732,26.357,36.377,0.01913
MIA,2024,1.5,306,22.844,32.938,0.05882
MSP,2023,0.0,625,15.656,12.456,0.0272
MSP,2023,0.1,2999,16.952,15.602,0.02868
MSP,2023,0.2,3761,17.576,12.977,0.01755
MSP,2023,0.3,6414,17.265,12.782,0.01154
MSP,2023,0.4,9885,17.29,11.929,0.01497
MSP,2023,0.5,13029,16.918,9.87,0.00913
MSP,2023,0.6,18405,17.543,9.678,0.01358
MSP,2023,0.7,19885,17.429,10.858,0.01016
MSP,2023,0.8,13748,17.208,10.946,0.01346
MSP,2023,0.9,19404,17.684,11.409,0.01139
MSP,2023,1.0,10469,18.126,12.17,0.00688
MSP,2023,1.1,2210,15.875,9.974,0.00679
MSP,2023,1.2,973,16.863,10.73,0.00719
MSP,2023,1.3,165,18.222,31.08,0.01818
MSP,2023,1.5,47,22.362,3.213,0.0
MSP,2024,0.0,373,16.193,19.798,0.01609
MSP,2024,0.1,2412,17.662,11.762,0.00912
MSP,2024,0.2,4727,18.277,13.744,0.01164
MSP,2024,0.3,5777,18.326,14.548,0.00952
MSP,2024,0.4,5236,17.516,13.486,0.00898
MSP,2024,0.5,12713,18.396,11.372,0.00771
MSP,2024,0.6,20089,18.509,13.046,0.00697
MSP,2024,0.7,19337,18.902,12.985,0.01148
MSP,2024,0.8,19038,18.925,13.253,0.00825
MSP,2024,0.9,17079,18.887,13.973,0.00966
MSP,2024,1.0,10733,18.615,16.786,0.01099
MSP,2024,1.1,4060,20.162,11.454,0.00468
MSP,2024,1.2,2887,20.186,9.342,0.00381
MSP,2024,1.3,2318,16.561,9.801,0.00302
ORD,2023,0.0,2028,15.55,17.699,0.01479
ORD,2023,0.1,3091,17.161,12.058,0.01294
ORD,2023,0.2,9888,17.969,12.427,0.01082
ORD,2023,0.3,17939,19.898,17.402,0.01477
ORD,2023,0.4,28434,20.492,17.382,0.01407
ORD,2023,0.5,24904,21.622,17.717,0.01586
ORD,2023,0.6,28421,22.726,16.026,0.01144
ORD,2023,0.7,41451,22.71,12.652,0.0089
ORD,2023,0.8,36171,22.521,13.019,0.00904
ORD,2023,0.9,33810,24.022,15.542,0.01369
ORD,2023,1.0,22515,25.8,15.982,0.01297
ORD,2023,1.1,7810,26.504,17.758,0.01729
ORD,2023,1.2,2311,29.924,11.455,0.00173
ORD,2023,1.3,94,29.479,17.543,0.0
ORD,2024,0.0,1176,17.341,19.435,0.01786
ORD,2024,0.1,3151,16.721,11.584,0.0165
ORD,2024,0.2,4245,18.486,12.899,0.01366
ORD,2024,0.3,17527,19.734,16.869,0.01592
ORD,2024,0.4,28030,21.366,19.396,0.01302
ORD,2024,0.5,29807,22.276,20.336,0.01651
ORD,2024,0.6,23280,23.475,17.212,0.01843
ORD,2024,0.7,39141,24.119,18.219,0.01398
ORD,2024,0.8,51647,23.965,14.325,0.01011
ORD,2024,0.9,39175,25.323,18.727,0.01373
ORD,2024,1.0,21767,25.786,15.717,0.00836
ORD,2024,1.1,13212,28.322,24.038,0.01506
ORD,2024,1.2,7894,31.163,26.35,0.01279
PHL,2023,0.0,315,16.104,31.3,0.0254
PHL,2023,0.1,1948,16.552,16.79,0.01591
PHL,2023,0.2,8619,17.019,14.709,0.01323
PHL,2023,0.3,12737,17.953,15.391,0.01186
PHL,2023,0.4,9277,18.897,19.232,0.01153
PHL,2023,0.5,6487,18.461,18.487,0.01588
PHL,2023,0.6,11075,18.839,15.002,0.01192
PHL,2023,0.7,13048,19.842,14.727,0.0105
PHL,2023,0.8,6607,22.188,15.779,0.01408
PHL,2023,0.9,8026,22.983,16.209,0.01719
PHL,2023,1.0,5690,22.625,15.752,0.01265
PHL,2023,1.1,3747,22.188,17.606,0.01201
PHL,2023,1.2,2113,22.786,19.925,0.01372
PHL,2023,1.3,382,23.581,18.165,0.01832
PHL,2024,0.0,650,17.258,30.527,0.02769
PHL,2024,0.1,979,16.622,18.953,0.01328
PHL,2024,0.2,6060,17.921,13.821,0.01023
PHL,2024,0.3,12566,18.334,17.684,0.01576
PHL,2024,0.4,12123,19.017,17.24,0.01567
PHL,2024,0.5,11340,20.111,20.994,0.02293
PHL,2024,0.6,12055,20.208,17.901,0.01344
PHL,2024,0.7,10495,20.758,14.998,0.00915
PHL,2024,0.8,8989,21.93,16.843,0.00934
PHL,2024,0.9,8518,23.452,20.898,0.01831
PHL,2024,1.0,4486,25.409,23.249,0.02675
PHL,2024,1.1,4508,26.479,24.678,0.03061
PHL,2024,1.2,5545,28.246,22.014,0.02633
PHL,2024,1.3,2321,23.351,13.896,0.01637
PHX,2023,0.0,600,12.818,10.138,0.00833
PHX,2023,0.1,1517,13.124,16.5,0.00791
PHX,2023,0.2,5368,13.136,17.19,0.01285
PHX,2023,0.3,8865,12.943,15.789,0.00914
PHX,2023,0.4,16112,13.75,12.144,0.0077
PHX,2023,0.5,29227,13.989,13.003,0.00698
PHX,2023,0.6,29868,13.931,15.236,0.00536
PHX,2023,0.7,28674,15.018,16.198,0.00708
PHX,2023,0.8,21524,15.656,15.461,0.00813
PHX,2023,0.9,14030,16.922,11.821,0.00378
PHX,2023,1.0,5508,18.366,7.638,0.00327
PHX,2023,1.1,9330,20.154,7.833,0.00171
PHX,2023,1.2,4546,19.758,7.833,0.0022
PHX,2023,1.3,1174,20.497,7.317,0.01193
PHX,2023,1.4,348,22.644,5.494,0.0
PHX,2024,0.0,1376,13.133,10.033,0.00799
PHX,2024,0.1,1522,14.039,13.416,0.01051
PHX,2024,0.2,4327,14.269,17.072,0.01479
PHX,2024,0.3,4660,13.313,10.719,0.00901
PHX,2024,0.4,10429,14.098,12.402,0.00988
PHX,2024,0.5,19458,14.124,13.821,0.00771
PHX,2024,0.6,30632,14.86,14.674,0.00695
PHX,2024,0.7,29088,15.324,15.672,0.00485
PHX,2024,0.8,26568,15.484,16.003,0.00591
PHX,2024,0.9,26442,16.211,14.448,0.00484
PHX,2024,1.0,18110,18.42,10.633,0.00381
PHX,2024,1.1,12266,18.858,9.091,0.00351
PHX,2024,1.2,7793,19.503,9.726,0.00513
PHX,2024,1.3,880,20.644,6.282,0.00114
SAN,2023,0.0,24,18.792,20.042,0.0
SAN,2023,0.1,83,17.963,19.146,0.01205
SAN,2023,0.2,577,15.806,15.742,0.00693
SAN,2023,0.3,2005,16.699,13.537,0.01047
SAN,2023,0.4,11850,16.796,16.051,0.01131
SAN,2023,0.5,12587,17.338,15.457,0.01255
SAN,2023,0.6,17766,18.504,13.797,0.01008
SAN,2023,0.7,13837,19.187,13.614,0.0099
SAN,2023,0.8,12784,19.981,12.578,0.00876
SAN,2023,0.9,12180,20.982,10.663,0.00722
SAN,2023,1.0,4540,21.86,8.336,0.00815
SAN,2023,1.1,2317,23.624,8.362,0.01165
SAN,2023,1.2,405,23.384,8.371,0.02222
SAN,2024,0.0,34,15.647,34.647,0.0
SAN,2024,0.1,147,16.542,10.662,0.03401
SAN,2024,0.2,550,18.141,11.554,0.01818
SAN,2024,0.3,2438,18.405,11.654,0.01477
SAN,2024,0.4,9241,18.513,17.56,0.00952
SAN,2024,0.5,11307,19.362,18.242,0.01389
SAN,2024,0.6,13855,19.865,18.497,0.01537
SAN,2024,0.7,14913,21.399,16.791,0.01287
SAN,2024,0.8,15464,22.117,15.279,0.01306
SAN,2024,0.9,18950,23.769,13.756,0.01177
SAN,2024,1.0,5160,25.293,11.537,0.00736
SAN,2024,1.1,2475,25.82,10.2,0.01899
SAN,2024,1.2,111,32.315,8.162,0.0
SEA,2023,0.0,444,14.66,18.476,0.02027
SEA,2023,0.1,1107,16.687,15.447,0.00452
SEA,2023,0.2,5969,17.317,11.082,0.00804
SEA,2023,0.3,11872,18.76,10.5,0.00472
SEA,2023,0.4,15440,19.152,12.46,0.0079
SEA,2023,0.5,20999,20.195,10.925,0.00905
SEA,2023,0.6,29789,21.101,11.556,0.0048
SEA,2023,0.7,23091,20.623,11.55,0.00403
SEA,2023,0.8,25770,20.742,11.178,0.00539
SEA,2023,0.9,12361,21.562,9.903,0.00574
SEA,2023,1.0,11449,23.228,10.15,0.00742
SEA,2023,1.1,5380,23.508,10.15,0.00465
SEA,2023,1.2,141,25.511,4.028,0.0
SEA,2024,0.0,791,15.046,14.799,0.02023
SEA,2024,0.1,1474,16.827,15.71,0.01357
SEA,2024,0.2,5358,18.151,11.583,0.01512
SEA,2024,0.3,11438,19.116,13.283,0.01539
SEA,2024,0.4,14576,19.48,12.542,0.01749
SEA,2024,0.5,23372,20.393,13.059,0.01074
SEA,2024,0.6,23716,20.647,11.353,0.01075
SEA,2024,0.7,25442,21.303,12.461,0.00963
SEA,2024,0.8,26420,21.956,13.22,0.00961
SEA,2024,0.9,15181,23.181,12.632,0.00758
SEA,2024,1.0,8177,24.458,11.376,0.01015
SEA,2024,1.1,6734,25.842,11.084,0.00876
SEA,2024,1.2,1045,25.063,7.661,0.00287
SFO,2023,0.0,680,16.236,19.896,0.00882
SFO,2023,0.1,2226,16.559,11.794,0.01123
SFO,2023,0.2,7824,16.91,13.861,0.00997
SFO,2023,0.3,9017,17.468,15.113,0.01142
SFO,2023,0.4,17125,18.439,14.403,0.01074
SFO,2023,0.5,12725,19.737,13.686,0.01037
SFO,2023,0.6,15054,19.853,12.272,0.00976
SFO,2023,0.7,18433,20.551,16.444,0.01671
SFO,2023,0.8,18876,21.656,16.523,0.00943
SFO,2023,0.9,20632,21.619,15.035,0.00848
SFO,2023,1.0,9858,21.487,14.332,0.00974
SFO,2023,1.1,2801,23.297,9.05,0.00785
SFO,2023,1.2,454,23.641,9.151,0.01101
SFO,2024,0.0,573,16.391,13.426,0.00349
SFO,2024,0.1,2195,16.584,18.495,0.02232
SFO,2024,0.2,7501,17.387,19.641,0.01306
SFO,2024,0.3,10633,18.35,19.274,0.01364
SFO,2024,0.4,18587,18.784,17.83,0.0128
SFO,2024,0.5,16723,19.696,17.615,0.01202
SFO,2024,0.6,14061,20.656,16.428,0.01344
SFO,2024,0.7,20374,21.134,18.468,0.01526
SFO,2024,0.8,13218,20.349,16.461,0.01596
SFO,2024,0.9,20489,21.078,16.556,0.00893
SFO,2024,1.0,7784,22.41,15.575,0.00899
SFO,2024,1.1,1971,23.693,13.108,0.03298
SFO,2024,1.2,869,23.695,12.197,0.03567
SLC,2023,0.0,1033,17.644,17.839,0.01355
SLC,2023,0.1,3804,17.967,12.476,0.01472
SLC,2023,0.2,8714,19.399,10.991,0.00769
SLC,2023,0.3,8783,17.824,12.533,0.00797
SLC,2023,0.4,16103,17.844,14.011,0.00907
SLC,2023,0.5,11327,19.171,13.696,0.00768
SLC,2023,0.6,11151,18.072,9.894,0.00843
SLC,2023,0.7,14484,19.148,11.584,0.00753
SLC,2023,0.8,9720,17.835,13.156,0.00525
SLC,2023,0.9,6960,17.705,14.722,0.00618
SLC,2023,1.0,2956,18.283,10.747,0.00135
SLC,2023,1.1,3935,18.369,10.791,0.00508
SLC,2023,1.2,3891,19.256,9.678,0.00925
SLC,2023,1.3,5963,17.514,8.302,0.00285
SLC,2023,1.4,453,17.658,6.24,0.00662
SLC,2024,0.0,1048,18.651,13.339,0.00477
SLC,2024,0.1,4702,17.323,15.872,0.00659
SLC,2024,0.2,8672,18.389,11.129,0.00669
SLC,2024,0.3,9054,18.127,12.712,0.00707
SLC,2024,0.4,14866,17.328,14.0,0.00632
SLC,2024,0.5,7976,17.395,13.888,0.00552
SLC,2024,0.6,10245,18.395,14.538,0.01074
SLC,2024,0.7,13475,19.579,10.373,0.00527
SLC,2024,0.8,6935,18.742,9.139,0.0026
SLC,2024,0.9,10859,18.072,12.817,0.00534
SLC,2024,1.0,6387,17.538,16.061,0.00251
SLC,2024,1.1,2367,17.108,24.577,0.01563
SLC,2024,1.2,1139,21.579,12.099,0.00615
SLC,2024,1.3,4522,18.758,9.446,0.00464
SLC,2024,1.4,8529,18.105,10.156,0.00492
SLC,2024,1.5,2471,18.625,12.382,0.01214
TPA,2023,0.0,144,14.394,32.292,0.04861
TPA,2023,0.1,434,13.5,16.535,0.01382
TPA,2023,0.2,883,12.757,20.557,0.01472
TPA,2023,0.3,3222,13.49,22.133,0.03197
TPA,2023,0.4,7863,13.714,19.597,0.02009
TPA,2023,0.5,13630,14.636,18.191,0.01548
TPA,2023,0.6,16701,14.673,16.256,0.01407
TPA,2023,0.7,13435,14.558,16.064,0.01347
TPA,2023,0.8,8736,14.585,14.453,0.01145
TPA,2023,0.9,4083,14.916,13.987,0.01078
TPA,2023,1.0,1280,14.592,12.701,0.01094
TPA,2023,1.1,3178,14.367,9.251,0.00787
TPA,2023,1.2,3111,15.078,9.925,0.01736
TPA,2023,1.3,1472,14.895,8.066,0.02514
TPA,2023,1.4,462,16.171,9.677,0.0
TPA,2023,1.5,29,17.448,6.828,0.0
TPA,2024,0.0,249,13.606,18.888,0.03213
TPA,2024,0.1,791,13.51,20.593,0.02781
TPA,2024,0.2,1300,13.656,20.887,0.02154
TPA,2024,0.3,2691,13.54,17.674,0.03456
TPA,2024,0.4,5746,14.428,17.38,0.03446
TPA,2024,0.5,11502,14.772,18.192,0.02252
TPA,2024,0.6,15026,15.371,17.78,0.03288
TPA,2024,0.7,13719,15.822,20.525,0.02187
TPA,2024,0.8,9741,15.825,18.518,0.01776
TPA,2024,0.9,5749,16.226,17.403,0.01739
TPA,2024,1.0,2120,16.853,14.463,0.0283
TPA,2024,1.1,3886,14.945,10.224,0.0247
TPA,2024,1.2,3151,15.436,11.499,0.01269
TPA,2024,1.3,2217,15.946,11.791,0.0415
TPA,2024,1.4,571,17.118,12.016,0.03327
TPA,2024,1.5,58,13.764,4.891,0.05172
